1000000, 10, 465 
1000000, 10, 801 
1000000, 10, 73 
1000000, 10, 75 
1000000, 10, 48 
1000000, 10, 108 
1000000, 10, 92 
1000000, 10, 203 
1000000, 10, 197 
100000000, 5, 43319915634 
100000000, 2, 43089114353 
