100000000, 2, 163374 
100000000, 3, 120532 
100000000, 4, 105793 
100000000, 5, 96710 
100000000, 6, 97315 
100000000, 7, 95560 
100000000, 8, 95693 
10000000, 2, 17135 
10000000, 3, 12505 
10000000, 4, 10784 
10000000, 5, 10711 
10000000, 6, 8718 
10000000, 7, 9430 
10000000, 8, 8297 
10000000, 9, 7525 
10000000, 10, 8007 
10000000, 11, 8206 
100000000, 9, 96905 
100000000, 10, 99859 
100000000, 11, 95212 
100000000, 12, 103029 
